image_path,label,skin_type,dataset
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0032541.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0029965.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0025082.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/hibaskinlesionsdataset-main/HIBASkinLesionsDataset-main/images/ISIC_1169087.jpg,1,1,hiba
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0032277.jpg,3,-1,ham10000
process_v2/data/datasets/asosenge/hibaskinlesionsdataset-main/HIBASkinLesionsDataset-main/images/ISIC_9811964.jpg,1,1,hiba
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0030044.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0025210.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0025085.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0028077.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0030515.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0032267.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0030154.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0032782.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0028415.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0029186.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/hibaskinlesionsdataset-main/HIBASkinLesionsDataset-main/images/ISIC_5704967.jpg,0,1,hiba
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0033742.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0031282.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0026217.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0024653.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0031224.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0032552.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0028246.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0026667.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0032262.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0028693.jpg,2,-1,ham10000
process_v2/data/datasets/asosenge/hibaskinlesionsdataset-main/HIBASkinLesionsDataset-main/images/ISIC_0225097.jpg,2,1,hiba
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0027962.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0033239.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0030184.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0033630.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0030432.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0031504.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0029893.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0031207.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0031909.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0025247.jpg,3,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0029157.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0029336.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0033852.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0030237.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0030039.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0029819.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0027473.jpg,2,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0030629.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0026314.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0026428.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0025116.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0033083.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0027755.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/hibaskinlesionsdataset-main/HIBASkinLesionsDataset-main/images/ISIC_7739392.jpg,2,1,hiba
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0025559.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0028149.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0028251.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0029175.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0028506.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0026761.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0031683.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0030858.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0032602.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0026480.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0028284.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0032730.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0026169.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0029148.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0033755.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0029392.jpg,2,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0026164.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0024754.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0033888.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0031239.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0025604.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/hibaskinlesionsdataset-main/HIBASkinLesionsDataset-main/images/ISIC_2342692.jpg,1,2,hiba
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0032638.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/hibaskinlesionsdataset-main/HIBASkinLesionsDataset-main/images/ISIC_1223179.jpg,1,2,hiba
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0027422.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0031056.jpg,2,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0028009.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0031942.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0030720.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0034204.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0032208.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0031752.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0034141.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0028235.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0025898.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/hibaskinlesionsdataset-main/HIBASkinLesionsDataset-main/images/ISIC_8311079.jpg,1,1,hiba
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0031508.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0033367.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0030995.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0031155.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0029388.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0024677.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0030190.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0027848.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0032286.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0030481.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0033443.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0027497.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0033885.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0027227.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0026937.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0028269.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0033683.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0031184.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0031258.jpg,2,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0032755.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/hibaskinlesionsdataset-main/HIBASkinLesionsDataset-main/images/ISIC_0664537.jpg,1,2,hiba
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0026009.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0026115.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0029584.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0030552.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0029649.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0031407.jpg,2,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0030596.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0031095.jpg,2,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0025909.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0030252.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0026315.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/hibaskinlesionsdataset-main/HIBASkinLesionsDataset-main/images/ISIC_7894542.jpg,2,1,hiba
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0032907.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0031187.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0026888.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0029201.jpg,2,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0033407.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0025965.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/hibaskinlesionsdataset-main/HIBASkinLesionsDataset-main/images/ISIC_8133882.jpg,2,0,hiba
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0030286.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0025927.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0031317.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0027166.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0033671.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0026624.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0032338.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0029843.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/hibaskinlesionsdataset-main/HIBASkinLesionsDataset-main/images/ISIC_0202238.jpg,0,-1,hiba
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0024502.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0029222.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0028241.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0026681.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0030433.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0032900.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0024735.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0025678.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0033487.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0029442.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0026504.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0029480.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0025458.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0032055.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0024401.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0033713.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0034159.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0030248.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0024424.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0028831.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0033331.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0030527.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0031952.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0032079.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0028665.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0026890.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0028988.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0029621.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0025863.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0026601.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0030012.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0030122.jpg,0,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0026392.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0031756.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0032792.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0032370.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0033097.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0027974.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/hibaskinlesionsdataset-main/HIBASkinLesionsDataset-main/images/ISIC_3844442.jpg,1,-1,hiba
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0028754.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0026992.jpg,3,-1,ham10000
process_v2/data/datasets/asosenge/hibaskinlesionsdataset-main/HIBASkinLesionsDataset-main/images/ISIC_3504002.jpg,2,1,hiba
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0028697.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0028912.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_1/ISIC_0024564.jpg,2,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0033686.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0032008.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0029402.jpg,1,-1,ham10000
process_v2/data/datasets/asosenge/ham10000/HAM10000/HAM10000_images_part_2/ISIC_0034313.jpg,0,-1,ham10000
